,artist,cp,section,song,type
385,The Gaslight Anthem,"1,5,6",Verse,The Spirit of Jazz,3 chord
386,The Gaslight Anthem,"1,5,6",Verse,The Navesink Banks,3 chord
387,Echosmith,"1,5,6",Chorus,Cool Kids,3 chord
388,The Gaslight Anthem,"1,5,6",Verse,Have Mercy,3 chord
389,Echosmith,"1,5,6",Intro,Cool Kids,3 chord
390,Jimi Hendrix,"1,5,6",Verse,Bold As Love,3 chord
391,Biffy Clyro,"1,5,6",Verse,The Captain,3 chord
392,The Gaslight Anthem,"1,5,6",Intro,45,3 chord
393,The Gaslight Anthem,"1,5,6",Chorus,45,3 chord
394,Tomas Danko,"1,5,6",Verse,Plastic Pop,3 chord
395,Swedish House Mafia,"1,5,6",Bridge,Don't You Worry Child,3 chord
396,Martin Tungevaag,"1,5,6",Solo,Wicked Wonderland,3 chord
397,Spongebob Squarepants,"1,5,6",Verse,A Day Like This,3 chord
398,Flo Rida,"1,5,6",Intro,Who Dat Girl,3 chord
399,Flo Rida,"1,5,6",Chorus,Who Dat Girl,3 chord
400,Soldat Louis,"1,5,6",Chorus,Tirer des caisses,3 chord
401,GES,"1,5,6",Chorus,Nar vi graver guld i USA,3 chord
402,John Murphy,"1,5,6",Instrumental,Sunshine,3 chord
403,The Gaslight Anthem,"1,5,6",Chorus,Rollin' And Tumblin',3 chord
404,Men At Work,"1,5,6",Chorus,Land Down Under,3 chord
405,Jefferson Airplane,"1,5,6",Chorus,Somebody to Love,3 chord
406,Caramell,"1,5,6",Chorus,Caramelldansen,3 chord
407,Michael Buble,"1,5,6",Verse,It's a Beautiful Day,3 chord
408,Michael Buble,"1,5,6",Chorus,It's a Beautiful Day,3 chord
409,Gill Norris,"1,5,6",Chorus,Forme - Guy J PM Mix,3 chord
410,Vangelis,"1,5,6",Intro and Verse,Hymne,3 chord
411,Wyclef Jean,"1,5,6",Verse,Divine Sorrow,3 chord
412,Swedish House Mafia,"1,5,6",Verse and Pre-Chorus,Don't You Worry Child,3 chord
413,Swedish House Mafia,"1,5,6",Pre-Chorus and Chorus,Don't You Worry Child,3 chord
414,Breeze vs UFO and Lost Witness,"1,5,6",Intro,Love To The Stars - Azora Remix,3 chord
415,Alice Cooper,"1,5,6",Pre-Chorus and Chorus,Poison,3 chord
416,You Don't Know Jack,"1,5,6",Chorus,Question 5,3 chord
417,The Pogues and Kirsty MacColl,"1,5,6",Verse,Fairytale of New York,3 chord
418,Owl City,"1,5,6",Pre-Chorus,When Can I See You Again,3 chord
419,Owl City,"1,5,6",Chorus,When Can I See You Again,3 chord
420,The Beatles,"1,5,6",Verse and Pre-Chorus,I Should Have Known Better,3 chord
421,Jay Sean,"1,5,6",Chorus,Down,3 chord
422,Shawn Lane,"1,5,6",Verse,Grey Pianos Flying,3 chord
423,Teddybears,"1,5,6",Chorus,Hey Boy,3 chord
424,Motoi Sakuraba,"1,5,6",Verse,The Imperial City,3 chord
425,Lady Gaga,"1,5,6",Chorus,Stuck On Fuckin You,3 chord
426,Transatlantic,"1,5,6",Chorus,We All Need Some Light,3 chord
427,Gregory Alan Isakov,"1,5,6",Verse,The Stable Song,3 chord
428,Tom Cochrane,"1,5,6",Chorus,Life is a Highway,3 chord
429,Crayon Shin Chan,"1,5,6",Chorus,Party Join Us,3 chord
430,Coldplay,"1,5,6",Bridge,Fix You,3 chord
431,Sia,"1,5,6",Chorus,Elastic Heart,3 chord
432,Nelly,"1,5,6",Chorus,Just A Dream,3 chord
433,Sia,"1,5,6",Intro,Elastic Heart,3 chord
434,Sia,"1,5,6",Pre-Chorus,Elastic Heart,3 chord
435,Bonnie Tyler,"1,5,6",Chorus,Holding Out For A Hero,3 chord
436,One Direction,"1,5,6",Verse,Nobody Compares,3 chord
437,Helene Fischer,"1,5,6",Chorus,Atemlos,3 chord
438,Helene Fischer,"1,5,6",Instrumental,Atemlos,3 chord
439,Helene Fischer,"1,5,6",Verse and Pre-Chorus,Atemlos,3 chord
440,Cool and Create,"1,5,6",Chorus,Help me ERINNNNNN,3 chord
441,Mark Forster feat Sido,"1,5,6",Instrumental,Au Revoir,3 chord
442,One Direction ,"1,5,6",Chorus,Night Changes ,3 chord
443,Jimmy Eat World,"1,5,6",Verse,The Authority Song,3 chord
444,Jimmy Eat World,"1,5,6",Chorus,The Authority Song,3 chord
445,Strong Bad,"1,5,6",Chorus,The Cheat is Not Dead,3 chord
446,Yoko Takahashi,"1,5,6",Verse,A Cruel Angel's Thesis,3 chord
447,One Direction,"1,5,6",Pre-Chorus,Heart Attack ,3 chord
448,One Direction,"1,5,6",Chorus,Heart Attack ,3 chord
449,The Living End,"1,5,6",Chorus,Who's Gonna Save Us,3 chord
450,Maroon 5,"1,5,6",Pre-Chorus,She Will Be Loved,3 chord
451,Weezer,"1,5,6",Chorus,No One Else,3 chord
452,Harry Gregson-Williams,"1,5,6",Outro 1,Metal Gear,3 chord
453,Grateful Dead,"1,5,6",Verse and Pre-Chorus,Sugaree,3 chord
454,Agnes,"1,5,6",Chorus,Right Here Right Now,3 chord
455,Miley Cyrus,"1,5,6",Intro,Jolene,3 chord
456,Blues Traveler,"1,5,6",Chorus,Hook,3 chord
457,fripSide,"1,5,6",Verse,Only My Railgun,3 chord
458,Sia,"1,5,6",Verse,Elastic Heart,3 chord
459,Ryan Star,"1,5,6",Chorus,Brand New Day,3 chord
460,Robin Schulz ft Jasmine Thompson,"1,5,6",Verse,Sun Goes Down,3 chord
461,Robin Schulz ft Jasmine Thompson,"1,5,6",Pre-Chorus,Sun Goes Down,3 chord
462,Eagle Eye Cherry,"1,5,6",Chorus,Save Tonight,3 chord
463,Brooke Fraser,"1,5,6",Verse and Pre-Chorus,Something In The Water,3 chord
464,Sia,"1,5,6",Chorus Lead-Out,Elastic Heart,3 chord
465,Madeon,"1,5,6",Outro,Technicolor,3 chord
466,Kelly Clarkson,"1,5,6",Chorus,Heartbeat Song,3 chord
467,The Horrible Crowes,"1,5,6",Intro and Verse,Crush,3 chord
468,The Horrible Crowes,"1,5,6",Outro,Crush,3 chord
469,Sega,"1,5,6",Intro,Azure Blue World,3 chord
470,Calvin Harris,"1,5,6",Pre-Chorus,I Need Your Love,3 chord
471,Mausland Band,"1,5,6",Intro,Aggressive Alpine Skiing,3 chord
472,Taylor Swift,"1,5,6",Chorus,Mean,3 chord
473,Robert Plant and Alison Krauss,"1,5,6",Verse,Gone Gone Gone,3 chord
474,Jordin Sparks,"1,5,6",Chorus,Battlefield,3 chord
475,Arthur,"1,5,6",Chorus,Beginning of time,3 chord
476,Parry Gripp,"1,5,6",Verse,It's Raining Tacos,3 chord
477,Peter Gabriel,"1,5,6",Chorus,Here Comes The Flood,3 chord
478,Carly Rae Jepsen,"1,5,6",Chorus,I Really Like You,3 chord
479,Tristam and Braken,"1,5,6",Chorus,Far Away,3 chord
480,justin bieber,"1,5,6",Intro,boyfriend,3 chord
481,Avicii,"1,5,6",Verse and Pre-Chorus,The Nights,3 chord
482,Avicii,"1,5,6",Pre-Chorus,The Nights,3 chord
483,Avicii,"1,5,6",Pre-Chorus and Chorus,The Nights,3 chord
484,Avicii,"1,5,6",Chorus,The Nights,3 chord
485,Avicii,"1,5,6",Solo,The Nights,3 chord
486,Franck Keller and Ygal Ama,"1,5,6",Intro,Code Lyoko Theme,3 chord
487,Blues Traveler,"1,5,6",Solo,Hook,3 chord
488,Darude,"1,5,6",Chorus,Sandstorm,3 chord
489,Built By Titan,"1,5,6",Pre-Chorus,Heart And Soul,3 chord
490,Noisy Neighbors,"1,5,6",Chorus,Sonic SatAM Theme Song - Fastest Thing Alive,3 chord
491,Alestorm,"1,5,6",Chorus,Shipwrecked,3 chord
492,Savant,"1,5,6",Chorus,Melody Circus,3 chord
493,Jonathan Mann,"1,5,6",Chorus,Hey Defriender,3 chord
494,Wolfgang Amadeus Mozart,"1,5,6",Chorus,Der Holle Rache kocht in meinem Herzen,3 chord
495,Phineas and Ferb,"1,5,6",Chorus,Frenemies,3 chord
496,Jason Becker,"1,5,6",Solo 2,Altitudes,3 chord
497,Carrie Underwood,"1,5,6",Chorus,Good Girl,3 chord
498,Toby Keith,"1,5,6",Verse,Courtesy of the Red White and Blue,3 chord
499,Bambee,"1,5,6",Chorus,Cowgirl,3 chord
500,Steerner ft Corey Saxon,"1,5,6",Verse and Pre-Chorus,Sparks,3 chord
501,Threxx,"1,5,6",Bridge,Mega Man Infamous Intent - Fresh Cleanse,3 chord
502,The Electric Warehouse,"1,5,6",Chorus,The Hero,3 chord
503,Miriam Bryant,"1,5,6",Verse and Pre-Chorus,Dragon,3 chord
504,Miriam Bryant,"1,5,6",Chorus,Dragon,3 chord
505,Scatman John,"1,5,6",Pre-Chorus and Chorus,Scatman's World,3 chord
506,Daze,"1,5,6",Chorus,Sea Of Love -Remix-,3 chord
507,Daze,"1,5,6",Verse and Pre-Chorus,Sea Of Love -Remix-,3 chord
508,Martin Garrix,"1,5,6",Intro,Don't Look Down feat Usher,3 chord
509,Grimes,"1,5,6",Bridge,Devon,3 chord
510,Alphabeat,"1,5,6",Chorus,Vacation,3 chord
511,Luc Arbogast,"1,5,6",Verse,Nausicaa,3 chord
512,Mans Zelmerlow,"1,5,6",Chorus,Heroes,3 chord
513,The Mighty Mighty Bosstones,"1,5,6",Chorus,So Sad To Say,3 chord
514,Deathro,"1,5,6",Chorus,Mega Man Infamous Intent - Gryphon Flight,3 chord
515,Sash,"1,5,6",Chorus,Ecuador,3 chord
516,Emilie Autumn,"1,5,6",Chorus,What If,3 chord
517,Radical Face,"1,5,6",Pre-Outro,Welcome Home,3 chord
518,Romeo Santos,"1,5,6",Verse,La Diabla,3 chord
519,Lost Frequencies,"1,5,6",Chorus,Are You With Me,3 chord
520,Marlon Roudette,"1,5,6",Intro and Verse,New Age,3 chord
521,Joss Whedon,"1,5,6",Verse,Going Through The Motions,3 chord
522,Hunter Hayes,"1,5,6",Chorus,21,3 chord
523,Alkaline Trio,"1,5,6",Pre-Chorus and Chorus,Radio,3 chord
524,Natalia Nykiel,"1,5,6",Chorus,Badz Duzy,3 chord
525,Porcupine Tree,"1,5,6",Chorus,Normal,3 chord
526,Paramore,"1,5,6",Chorus,That's What You Get,3 chord
527,Vicetone,"1,5,6",Chorus,Nothing Stopping Me,3 chord
528,FloRida,"1,5,6",Chorus,Right Round feat Kesha,3 chord
529,The Mighty Mighty Bosstones,"1,5,6",Chorus,A Jackknife to a Swan,3 chord
530,Sara Bareilles,"1,5,6",Verse,Uncharted,3 chord
531,INXS,"1,5,6",Chorus,Mystify,3 chord
532,The Band Perry,"1,5,6",Chorus,If I Die Young,3 chord
533,Dzeko and Torres,"1,5,6",Chorus,Air,3 chord
534,The Beatles,"1,5,6",Chorus,Ob-La-Di Ob-La-Da,3 chord
535,Rob Abernethy,"1,5,6",Verse,A Walk In The Shire,3 chord
536,James Blunt,"1,5,6",Chorus,Postcards,3 chord
537,Boston,"1,5,6",Intro,Peace of Mind,3 chord
538,The Mighty Mighty Bosstones,"1,5,6",Chorus,Bad News and Bad Breaks,3 chord
539,Sum 41,"1,5,6",Chorus,No Reason,3 chord
540,Irish Stew of Sindidun,"1,5,6",Verse and Pre-Chorus,I Will Never Be Your Friend,3 chord
541,Black Sabbath,"1,5,6",Intro,God Is Dead,3 chord
542,Test 1,"1,5,6",Intro,Greek,3 chord
543,Aimee Mann,"1,5,6",Verse,Ghost World,3 chord
544,Patent Pending,"1,5,6",Bridge,Hey Mario,3 chord
545,Big Dope P,"1,5,6",Pre-Chorus,Hit Da Blokk,3 chord
546,Blink 182,"1,5,6",Verse,Give Me One Good Reason,3 chord
547,Loch Lomond,"1,5,6",Intro,Wax And Wire,3 chord
548,Less Than Jake,"1,5,6",Chorus,History Of A Boring Town,3 chord
549,Hudson Mohawke,"1,5,6",Pre-Chorus,Fuse,3 chord
550,Tame Impala,"1,5,6",Verse,Solitude is Bliss,3 chord
551,toto,"1,5,6",Intro,toto africa,3 chord
552,Eisley,"1,5,6",Chorus,I Wish,3 chord
553,Skylar Grey,"1,5,6",Verse,I Know You - Fifty Shades Of Grey,3 chord
554,The Gaslight Anthem,"1,5,6",Pre-Chorus and Chorus,The '59 Sound,3 chord
555,Weezer,"1,5,6",Intro and Verse,My Name Is Jonas,3 chord
556,Rick Springfield,"1,5,6",Intro and Verse,Jessie's Girl,3 chord
557,The Living Tombstone,"1,5,6",Bridge,Squid Melody,3 chord
558,Fastball,"1,5,6",Chorus,Out Of My Head,3 chord
559,MitiS,"1,5,6",Bridge,Vulnerability,3 chord
560,MitiS,"1,5,6",Chorus,Born,3 chord
561,Jamie Cullum,"1,5,6",Verse,I'm All Over It,3 chord
562,Katy Perry,"1,5,6",Bridge,Hot N Cold,3 chord
563,Dash Berlin,"1,5,6",Chorus,World Falls Apart - Thomas Gold Remix,3 chord
564,Nightwish,"1,5,6",Chorus,Over the Hills and Far Away,3 chord
565,Electric Light Orchestria,"1,5,6",Verse,Rockaria,3 chord
566,Tenacious D,"1,5,6",Chorus Lead-Out,Beelzeboss,3 chord
567,Sia,"1,5,6",Chorus,Alive,3 chord
568,Madonna,"1,5,6",Verse and Pre-Chorus,The Power Of Goodbye,3 chord
569,Madonna,"1,5,6",Chorus,Sky Fits Heaven,3 chord
570,Avicii,"1,5,6",Intro and Verse,Broken Arrows,3 chord
571,Hyper Potions Subtact,"1,5,6",Chorus,Adventure,3 chord
572,Pegboard Nerds,"1,5,6",Verse,Ner Style,3 chord
573,Madonna,"1,5,6",Verse,Devil Pray,3 chord
574,Lady Gaga,"1,5,6",Chorus,ARTPOP,3 chord
575,George Ezra,"1,5,6",Intro and Verse,Song 6,3 chord
576,BRICH,"1,5,6",Instrumental,Snob,3 chord
577,BRICH,"1,5,6",Pre-Chorus,Snob,3 chord
578,Adele,"1,5,6",Chorus,Hello,3 chord
579,Alligatoah,"1,5,6",Chorus,Lass Liegen,3 chord
580,Lynyrd Skynyrd,"1,5,6",Intro,Tuesday's Gone,3 chord
581,TheFatRat,"1,5,6",Intro,Windfall,3 chord
582,marny kennedy,"1,5,6",Intro,It's My Life,3 chord
583,Antonim,"1,5,6",Chorus,Melancholy Soldier,3 chord
584,marny kennedy,"1,5,6",Chorus,It's My Life,3 chord
585,marny kennedy,"1,5,6",Pre-Outro,It's My Life,3 chord
586,Dethklok,"1,5,6",Intro and Verse,Awaken,3 chord
587,Madeon,"1,5,6",Pre-Chorus,La Lune ft Dan Smith,3 chord
588,Tool,"1,5,6",Chorus,Aenima,3 chord
589,The Libertines,"1,5,6",Verse,Don't Look Back Into The Sun,3 chord
590,OMI,"1,5,6",Pre-Chorus,Hula Hoop,3 chord
591,Undertale- Wrong Number Song -Cover by DM Dokuro-,"1,5,6",Chorus,Toby Fox,3 chord
592,Bobby Puma,"1,5,6",Chorus,Someone Somewhere - Tiesto Remix,3 chord
593,Stone Temple Pilots,"1,5,6",Chorus,Sex Type Thing,3 chord
594,Sega,"1,5,6",Pre-Chorus and Chorus,Lava Reef Zone,3 chord
595,Saigon Kick,"1,5,6",Chorus,Love Is On The Way,3 chord
596,Delain,"1,5,6",Chorus,Are You Done With Me,3 chord
597,Runaground and Disco Fries,"1,5,6",Chorus,Stars Come Out,3 chord
598,Metro Station,"1,5,6",Chorus,Shake It,3 chord
599,Metro Station,"1,5,6",Chorus Lead-Out,Shake It,3 chord
600,Love and Theft,"1,5,6",Chorus,Angel Eyes,3 chord
601,Diplo and Sleepy Tom,"1,5,6",Pre-Chorus,Be Right There,3 chord
602,Elle King,"1,5,6",Chorus,Ex's And Oh's,3 chord
603,Astronaut,"1,5,6",Intro and Verse,Feronia feat Danyka Nadeau,3 chord
604,Lynyrd Skynyrd,"1,5,6",Verse,Simple Man,3 chord
605,Fountains of Wayne,"1,5,6",Verse,Hey Julie,3 chord
606,Hardwell,"1,5,6",Intro and Verse,Mad Word,3 chord
607,Hardwell,"1,5,6",Pre-Chorus,Mad World,3 chord
608,Marek Grechuta,"1,5,6",Verse,Dni ktorych nie znamy,3 chord
609,The All-American Rejects,"1,5,6",Chorus,Night Drive,3 chord
610,Riggi and Piros,"1,5,6",Verse,Knightlife,3 chord
611,Rachel Platten,"1,5,6",Chorus,Fight Song,3 chord
612,Black Sabbath,"1,5,6",Intro and Verse,Paranoid,3 chord
613,John Hiatt,"1,5,6",Chorus,Cry Love,3 chord
614,Rihanna,"1,5,6",Bridge,Rude Boy,3 chord
615,Lady Gaga,"1,5,6",Chorus,Second Time Around,3 chord
616,Lana Del Rey,"1,5,6",Chorus,Dark Paradise,3 chord
617,Lady Gaga,"1,5,6",Chorus,Heavy Metal Lover,3 chord
618,Lady Gaga,"1,5,6",Chorus,Dance In The Dark,3 chord
619,Taio Cruz,"1,5,6",Chorus,Break Your Heart,3 chord
620,Franck Keller and Ygal Ama,"1,5,6",Pre-Chorus and Chorus,Code Lyoko Theme,3 chord
621,ryo,"1,5,6",Verse,Black Rock Shooter,3 chord
622,4 Strings,"1,5,6",Pre-Chorus and Chorus,Take Me Away,3 chord
623,Nicky Jam and Enrique Iglesias,"1,5,6",Chorus,El Perdon,3 chord
624,Teddyloid,"1,5,6",Intro,MEMEME Final Part,3 chord
625,Justin Bieber,"1,5,6",Pre-Chorus and Chorus,Love Yourself,3 chord
626,Nightwish,"1,5,6",Pre-Outro,Amaranth,3 chord
627,Nightwish,"1,5,6",Outro,Amaranth,3 chord
628,Fastball,"1,5,6",Chorus,The Way,3 chord
629,Pink,"1,5,6",Intro,Try,3 chord
630,Pink,"1,5,6",Verse,Try,3 chord
631,Pink,"1,5,6",Chorus,Try,3 chord
632,Taylor Swift,"1,5,6",Intro,Bad Blood,3 chord
633,PinocchioP,"1,5,6",Chorus,Nice To Meet You Mr Earthling,3 chord
634,Yuuyu,"1,5,6",Intro and Verse,Deep-Sea Girl,3 chord
635,Rob Gasser,"1,5,6",Chorus,Until Next Time feat Auvic,3 chord
636,Blink 182,"1,5,6",Intro,Dammit,3 chord
637,Rory Gallagher,"1,5,6",Verse,I'm Not Awake Yet,3 chord
638,The Connells,"1,5,6",Chorus,'74-'75,3 chord
639,Florida Georgia Line,"1,5,6",Intro and Verse,Get Your Shine On,3 chord
640,carly ray,"1,5,6",Chorus,I JUST MET YOU,3 chord
641,Deuce,"1,5,6",Chorus,The One,3 chord
642,The Antlers,"1,5,6",Intro and Verse,Sylvia,3 chord
643,Area 11,"1,5,6",Intro and Verse,Heaven Piercing Giga Drill,3 chord
644,Toru Minegishi,"1,5,6",Verse,Splatfest Battle - Ink Me Up,3 chord
645,Palm Trees,"1,5,6",Chorus,Casanova,3 chord
646,Project 46,"1,5,6",Intro,Forgettable,3 chord
647,Icelandic Folk,"1,5,6",Instrumental,Islandsljod,3 chord
648,DECO 27,"1,5,6",Chorus,Streaming Heart,3 chord
649,The Police,"1,5,6",Verse,So Lonely,3 chord
650,The Police,"1,5,6",Chorus,So Lonely,3 chord
651,Robyn,"1,5,6",Verse,Call Your Girlfriend,3 chord
652,I Am Oak,"1,5,6",Verse,On Trees And Birds And Fire,3 chord
653,UFO,"1,5,6",Intro and Verse,Doctor Doctor,3 chord
654,Kenshi Yonezu,"1,5,6",Chorus,Wooden Doll,3 chord
655,Adele,"1,5,6",Bridge,Hello,3 chord
656,Richard Marx,"1,5,6",Chorus,Richard Marx - Right Here Waiting,3 chord
657,Richard Marx,"1,5,6",Chorus,Right Here Waiting,3 chord
658,Alan Walker,"1,5,6",Chorus,Faded,3 chord
659,Basshunter,"1,5,6",Intro,DotA,3 chord
660,Toru Minegishi,"1,5,6",Chorus,Splatfest Battle - Ink Me Up,3 chord
661,No Doubt,"1,5,6",Intro,Spiderwebs,3 chord
662,No Doubt,"1,5,6",Pre-Chorus and Chorus,Spiderwebs,3 chord
663,Tenacious D,"1,5,6",Verse,Classico,3 chord
664,Namco,"1,5,6",Verse,New Rally-X Theme,3 chord
665,Brand New,"1,5,6",Bridge,Not the Sun,3 chord
666,Thrice,"1,5,6",Chorus,Doublespeak,3 chord
667,Saves The Day,"1,5,6",Chorus,Deranged and Desperate,3 chord
668,Nightwish,"1,5,6",Verse and Pre-Chorus,Wish I Had An Angel,3 chord
669,Relient K,"1,5,6",Pre-Chorus,Be My Escape,3 chord
670,Nightwish,"1,5,6",Intro,Ever Dream,3 chord
671,Pearl Jam,"1,5,6",Chorus,Indifference,3 chord
672,The Killers,"1,5,6",Chorus,Human,3 chord
673,ArmanArX,"1,5,6",Intro and Verse,Sukirman,3 chord
674,The Teddy Bears,"1,5,6",Verse,To Know Him Is To Love Him,3 chord
675,ArmanArX,"1,5,6",Chorus,Gila Dengan Kertas-Kertas,3 chord
676,Blink 182,"1,5,6",Chorus,Bored To Death,3 chord
677,Beck,"1,5,6",Verse and Pre-Chorus,Blue Moon,3 chord
678,Shinichi Sakamoto,"1,5,6",Verse,Side-Crawler's Dance,3 chord
679,Ozzy Osbourne,"1,5,6",Intro,Mr Crowley,3 chord
680,Alan Walker,"1,5,6",Verse,Faded,3 chord
681,nanobii,"1,5,6",Chorus,HYPER DRIVE,3 chord
682,Shiny Toy Guns,"1,5,6",Chorus,You Are The One,3 chord
683,Ashley Wallbridge Andy Moor Meighan Nealon,"1,5,6",Chorus,Faces,3 chord
684,The Mowgli's,"1,5,6",Chorus,I'm Good,3 chord
685,Daughtry,"1,5,6",Verse,Over You,3 chord
686,Daughtry,"1,5,6",Chorus,Over You,3 chord
687,Gojimaji-P,"1,5,6",Verse,Mischievous Function - Ochame kinou,3 chord
688,Gojimaji-P,"1,5,6",Chorus,Mischievous Function - Ochame kinou,3 chord
689,Gojimaji-P,"1,5,6",Pre-Chorus,Mischievous Function - Ochame kinou,3 chord
690,Nintendo,"1,5,6",Chorus,GBA Sky Garden - Mario Kart DS,3 chord
691,Pepper Coyote,"1,5,6",Chorus,No Cock Like Horse Cock,3 chord
692,Toby Fox,"1,5,6",Verse,Stronger Monsters,3 chord
693,Toby Fox,"1,5,6",Intro,Stronger Monsters,3 chord
694,ItaloBrothers,"1,5,6",Verse,Sleep When We're Dead,3 chord
695,ItaloBrothers,"1,5,6",Pre-Chorus,Sleep When We're Dead,3 chord
696,ItaloBrothers,"1,5,6",Verse and Pre-Chorus,Sleep When We're Dead,3 chord
697,Nelly ft Jeremih,"1,5,6",Chorus,The Fix,3 chord
698,Treble Charger,"1,5,6",Chorus,Don't Believe It All,3 chord
699,Keiichi Suzuki,"1,5,6",Chorus,Eight Melodies,3 chord
700,Carly Rae Jepsen,"1,5,6",Chorus,Your Type,3 chord
701,Rhapsody,"1,5,6",Verse,Lord Of The Thunder,3 chord
702,Wilco,"1,5,6",Intro and Verse,Poor Places,3 chord
703,Wilco,"1,5,6",Verse,Poor Places,3 chord
704,Brand New,"1,5,6",Chorus,The Archers Bows Have Broken,3 chord
705,Carly Rae Jepsen,"1,5,6",Bridge,I Really Like You,3 chord
706,Tiny Moving Parts,"1,5,6",Verse,Headache,3 chord
707,Muse,"1,5,6",Pre-Chorus and Chorus,Revolt,3 chord
708,Minami-ke Tadaima OP,"1,5,6",Verse,Shiawase High Tension,3 chord
709,Different Heaven,"1,5,6",Chorus,Nekozilla,3 chord
710,Muse,"1,5,6",Bridge,Dead Inside,3 chord
711,Different Heaven,"1,5,6",Pre-Chorus,My Heart,3 chord
712,Muse,"1,5,6",Verse,Dead Inside,3 chord
713,Greek Fire,"1,5,6",Verse and Pre-Chorus,Top Of The World,3 chord
714,Tim Minchin,"1,5,6",Verse,Not Perfect,3 chord
715,Mini Pati,"1,5,6",Bridge,Hirari Kirakira Yami Yami Museum,3 chord
716,Black Sabbath,"1,5,6",Solo,Paranoid,3 chord
717,X Ambassadors,"1,5,6",Intro,Unsteady,3 chord
718,Neru,"1,5,6",Chorus,Law-Evading Rock,3 chord
719,Perfume,"1,5,6",Intro,Sweet Donuts,3 chord
720,The Chainsmokers,"1,5,6",Intro,Don't Let Me Down Ft Daya,3 chord
721,BiBi,"1,5,6",Verse and Pre-Chorus,Love Live - Silent tonight,3 chord
722,Blink-182,"1,5,6",Chorus,She's Out Of Her Mind,3 chord
723,Blink-182,"1,5,6",Chorus,Going Away To College,3 chord
724,Blink-182,"1,5,6",Chorus,Even If She Falls,3 chord
725,Alice In Chains,"1,5,4",Verse,Nutshell,3 chord
726,Blink 182,"1,5,4",Verse and Pre-Chorus,All The Small Things,3 chord
727,Bloodhound Gang,"1,5,4",Intro and Verse,The Bad Touch,3 chord
728,Britney Spears,"1,5,4",Verse,Out From Under,3 chord
729,Bruno Mars,"1,5,4",Chorus,Grenade,3 chord
730,Bruno Mars,"1,5,4",Chorus,The Lazy Song,3 chord
731,Bryan Adams,"1,5,4",Verse,Everything I Do,3 chord
732,Cascada,"1,5,4",Verse,Every Time We Touch,3 chord
733,Celine Dion,"1,5,4",Verse,My Heart Will Go On,3 chord
734,Creedence Clearwater Revival,"1,5,4",Chorus,Bad Moon Rising,3 chord
735,Creedence Clearwater Revival,"1,5,4",Verse,Bad Moon Rising,3 chord
736,Creedence Clearwater Revival,"1,5,4",Chorus,Up Around the Bend,3 chord
737,David Bowie,"1,5,4",Intro,Ziggy Stardust,3 chord
738,Dire Straits,"1,5,4",Chorus,Sultans of Swing,3 chord
739,Elton John,"1,5,4",Verse,Tiny Dancer,3 chord
740,Five For Fighting,"1,5,4",Chorus Lead-Out,100 Years,3 chord
741,Frog Fractions Soundtrack,"1,5,4",Chorus,Rimushotto Bungie Jump,3 chord
742,Fun,"1,5,4",Chorus,Some Nights,3 chord
743,Gym Class Heroes,"1,5,4",Chorus,Ass Back Home,3 chord
744,Johnathan Coulton and Ellen McLain,"1,5,4",Chorus,Still Alive,3 chord
745,Katy Perry,"1,5,4",Chorus,Waking Up In Vegas,3 chord
746,Lady Gaga,"1,5,4",Verse,Born This Way,3 chord
747,Led Zeppelin,"1,5,4",Intro,Stairway to Heaven,3 chord
748,Led Zeppelin,"1,5,4",Chorus,Tangerine,3 chord
749,Led Zeppelin,"1,5,4",Verse,Tangerine,3 chord
750,Leona Lewis,"1,5,4",Verse,I See You - Avatar,3 chord
751,Madonna,"1,5,4",Chorus,Like A Prayer,3 chord
752,Michael Jackson,"1,5,4",Chorus,Black or White,3 chord
753,Miller 64,"1,5,4",Verse,Living The Dream,3 chord
754,Missy Higgins,"1,5,4",Chorus,Night Minds,3 chord
755,Missy Higgins,"1,5,4",Verse,Night Minds,3 chord
756,Neon Trees,"1,5,4",Chorus,Animal,3 chord
757,Neutral Milk Hotel,"1,5,4",Verse,King of Carrot Flowers,3 chord
758,NOFX,"1,5,4",Intro,Leave It Alone,3 chord
759,Old Crow Medicine Show,"1,5,4",Verse,Wagon Wheel,3 chord
760,Owl City,"1,5,4",Chorus,Fireflies,3 chord
761,Pink,"1,5,4",Chorus,Raise Your Glass,3 chord
762,Pink Floyd,"1,5,4",Intro and Verse,The Thin Ice,3 chord
763,Pink Floyd,"1,5,4",Verse,Wish You Were Here,3 chord
764,Red Hot Chili Peppers,"1,5,4",Verse,Californication,3 chord
765,Rihanna,"1,5,4",Chorus,Disturbia,3 chord
766,Rihanna,"1,5,4",Pre-Chorus,Disturbia,3 chord
767,Stephen Malkmus,"1,5,4",Intro,Baby C'mon,3 chord
768,Tame Impala,"1,5,4",Chorus,Feels Like We Only Go Backwards,3 chord
769,Taylor Swift,"1,5,4",Chorus,We Are Never Ever Getting Back Together,3 chord
770,The Beatles,"1,5,4",Verse,Let It Be,3 chord
771,The Beatles,"1,5,4",Solo,Nowhere Man,3 chord
772,The Beatles,"1,5,4",Verse,Nowhere Man,3 chord
773,The J Geils Band,"1,5,4",Intro,Centerfold,3 chord
774,The Shins,"1,5,4",Chorus,Caring is Creepy,3 chord
775,The Shins,"1,5,4",Intro and Verse,Caring is Creepy,3 chord
