0,cp,section,song,type,song (last.fm),artist (last.fm),listener count (last.fm),play count (last.fm),genre (last.fm),song (Spotify),artist (Spotify),popularity (Spotify),release date (Spotify)
Aly and AJ,"6,1,4",Verse,Potential Breakup Song,3 chord,Potential Breakup Song,Aly & AJ,199697.0,1225901.0,"pop, female vocalists, pop rock, Aly and AJ, guilty pleasure",Potential Breakup Song,Aly & AJ,63.0,2007-01-01
Amber,"1,6,1",Verse,Ocean,3 chord,,,,,,,,,
America,"1,2,16",Chorus,A Horse With No Name,3 chord,A Horse With No Name,America,521995.0,2945666.0,"classic rock, 70s, rock, soft rock, folk",A Horse With No Name,America,34.0,2011-03-15
American Authors,"1,4,1",Chorus,Best Day Of My Life,3 chord,Best Day of My Life,American Authors,398070.0,2545715.0,"indie, pop, alternative, happy dance, indie rock",,,,
Amy Diamond,"1,6,5",Chorus,Stay My Baby,3 chord,Stay My Baby,Amy Diamond,3065.0,19936.0,"pop, swedish, indie, female vocalists, extra",Stay My Baby,Amy Diamond,20.0,2007
Amy Diamond,"1,5,2",Chorus,What's In It For Me,3 chord,What's In It For Me,Amy Diamond,27221.0,137473.0,"pop, amy diamond, swedish, happy, disco dancing",,,,
Anamanaguchi,"1,5,6",Verse,Akira,3 chord,Akira,Anamanaguchi,27499.0,154301.0,"electronica, chiptune, complextro, 8-bit, synthpop",,,,
Anamanaguchi,"4,5,6",Intro,Rock Club,3 chord,Rock Club,Anamanaguchi,26247.0,126862.0,"electronica, chiptune, video game, fun, video game music",Rock Club,Anamanaguchi,33.0,2010-01-01
Andain,"5,6,4",Chorus,Beautiful Things,3 chord,Beautiful Things,Andain,35387.0,244053.0,"trance, vocal trance, female vocalists, electronica, electronic",,,,
Andre Sobota,"1,4,5",Verse,Voyager,3 chord,Voyager,Andre Sobota,61.0,209.0,,,,,
Andreas Schuller,"6,5,1",Chorus,Mobo 2012,3 chord,MOBO 2012,Andreas Schuller,1042.0,5603.0,,,,,
Andrew Lloyd Webber,"1,5,4",Chorus,Music of the Night,3 chord,Music Of The Night,Andrew Lloyd Webber,8001.0,34305.0,"musical, Phantom of the Opera, Soundtrack, showtunes, 4 of 10 stars",,,,
Andrew Lloyd Webber,"6,5,6",Verse,Phantom of the Opera,3 chord,Phantom of the Opera,Andrew Lloyd Webber,7289.0,31997.0,"musical, Phantom of the Opera, devious, 131, uten et ord",,,,
Andrew York,"6,3,6",Chorus,Sanzen-In,3 chord,Sanzen-in,Andrew York,12.0,31.0,,,,,
Andy Akiho,"4,5,4",Verse,Murasaki,3 chord,Murasaki,Andy Akiho,2.0,15.0,,,,,
Andy Clark,"1,4,1",Chorus,Please Don't Shoot the Trombone Players,3 chord,,,,,,,,,
Andy Price,"6,1,4",Bridge,Robin Hood Theme,3 chord,Robin Hood Theme,Andy Price,513.0,3047.0,Television Themes,,,,
Angel Beats,"4,5,6",Verse and Pre-Chorus,My Soul Your Beats,3 chord,My Soul Your Beats,Angel Beats,263.0,927.0,,,,,
Angelo Badalamenti,"1,6,4",Chorus,Laura Palmer's Theme,3 chord,Laura Palmer's Theme,Angelo Badalamenti,50819.0,244760.0,"Soundtrack, instrumental, ambient, twin peaks, david lynch",,,,
Angus and Julia Stone,"1,6,3",Verse,Big Jet Plane,3 chord,Big Jet Plane,Angus & Julia Stone,390392.0,3018281.0,"indie, folk, chillout, beautiful, indie folk",Big Jet Plane,Angus & Julia Stone,66.0,2010-03-30
Animal Collective,"1,4,1",Chorus,Brother Sport,3 chord,Brother Sport,Animal Collective,279341.0,2276189.0,"motherfuckin rabbits ejaculating sunshine, the jam of a lifetime, experimental, electronic, indie",Brother Sport,Animal Collective,41.0,2009-01-20
Animal Collective,"4,5,1",Pre-Chorus and Chorus,Leaf House,3 chord,Leaf House,Animal Collective,242583.0,1607837.0,"experimental, indie, freak folk, psychedelic, folk",Leaf House,Animal Collective,2.0,2004-05-31
Animal Collective,"1,5,1",Pre-Chorus,Peacebone,3 chord,Peacebone,Animal Collective,252977.0,1854191.0,"experimental, psychedelic, indie, freak folk, Awesome",Peacebone,Animal Collective,42.0,2007-09-09
Animation Domination High-Def,"1,5,4",Chorus,The Singularity Song,3 chord,THE SINGULARITY SONG,Animation Domination High-Def,2.0,3.0,,,,,
Animusic,"1,2,4",Chorus,Acoustic Curves,3 chord,Acoustic Curves,Animusic,309.0,1823.0,"intrumental, smooth, animusic",,,,
Animusic,"6,3,2",Pre-Chorus,Aqua Harp,3 chord,Aqua Harp,Animusic,501.0,3543.0,"animation, Animusic- Aqua Harp",,,,
Animusic,"4,5,6",Solo 2,Future Retro,3 chord,Future Retro,Animusic,408.0,2102.0,"electronic, rock, synth",,,,
Animusic,"1,5,4",Chorus,Harmonic Voltage,3 chord,Harmonic Voltage,Animusic,260.0,1409.0,my new,,,,
Animusic,"1,5,4",Bridge,Heavy Light,3 chord,Heavy Light,Animusic,132.0,840.0,,,,,
Animusic,"1,2,5",Pre-Outro,Pipe Dream,3 chord,Pipe Dream,Animusic,475.0,2364.0,hf314,,,,
Animusic,"5,4,1",Chorus,Pogo Sticks,3 chord,Pogo Sticks,Animusic,191.0,838.0,"computer, beatmaker",,,,
Animusic,"1,5,4",Chorus,Stick Figures,3 chord,Stick Figures,Animusic,138.0,826.0,,,,,
Anna Kendrick,"1,4,1",Verse,Cups - Pitch Perfect's 'When I'm Gone',3 chord,,,,,,,,,
Anne Murray,"4,5,1",Chorus,Danny's Song,3 chord,Danny's Song,Anne Murray,21429.0,78022.0,"country, 70s, Mellow, female vocalists, 123 drippy sappy",Danny's Song,Anne Murray,49.0,1973
Annie Lennox,"1,5,1",Chorus,Into The West,3 chord,Into the West,Annie Lennox,107924.0,515024.0,"Soundtrack, lord of the rings, female vocalists, annie lennox, lotr",Into the West,Annie Lennox,57.0,2003-11-24
Antonim,"1,5,6",Chorus,Melancholy Soldier,3 chord,,,,,,,,,
Antonin Dvorak,"1,6,4",Bridge,Humoresque Op 101 No 7,3 chord,Humoresque op 101 no 7,Antonín Dvořák,104.0,520.0,,,,,
Aphex Twin,"6,1,4",Verse,Windowlicker,3 chord,Windowlicker,Aphex Twin,287947.0,1631290.0,"electronic, idm, electronica, experimental, ambient",Windowlicker,Aphex Twin,57.0,1999-03-22
Apollo,"1,4,5",Pre-Chorus,Dance - Re-Con Remix,3 chord,Dance - Re-Con Remix,Apollo,72.0,168.0,,,,,
Apollo Brown and OC,"6,4,6",Instrumental,Signs,3 chord,signs,apollo brown and OC,1.0,5.0,,,,,
Aqua,"1,6,2",Chorus,Barbie Girl,3 chord,,,,,,,,,
Aqualung,"1,4,6",Chorus,Brighter Than Sunshine,3 chord,Brighter Than Sunshine,Aqualung,305989.0,1795710.0,"indie, alternative, singer-songwriter, Love, aqualung",Brighter Than Sunshine,Aqualung,50.0,2005-01-17
Arash Feat Sean Paul,"6,4,5",Intro,She Makes Me Go,3 chord,She makes me go,Arash Feat Sean Paul,0.0,0.0,,,,,
Arcade Fire,"1,4,1",Chorus,Rebellion,3 chord,Rebellion,Arcade Fire,25296.0,116394.0,"indie, rock, indie rock, Canadian, beautiful",,,,
Arcade Fire,"5,1,6",Intro and Verse,The Suburbs,3 chord,The Suburbs,Arcade Fire,674092.0,6779295.0,"indie rock, indie, rock, alternative, Canadian",The Suburbs,Arcade Fire,70.0,2010
Archie,"1,4,5",Chorus,Famous,3 chord,Famous,Archie,377.0,2708.0,"dance, House, Progressive House, EDM",,,,
Archie feat Brenton Mattheus,"4,5,6",Chorus,Kingdom,3 chord,,,,,,,,,
Archie feat Brenton Mattheus,"1,4,5",Verse and Pre-Chorus,Kingdom ,3 chord,,,,,,,,,
Arctic Monkeys,"6,4,2",Verse,Do I Wanna Know,3 chord,Do I Wanna Know?,Arctic Monkeys,945429.0,13009989.0,"indie rock, indie, alternative, arctic monkeys, rock",Do I Wanna Know?,Arctic Monkeys,84.0,2013-09-09
Arctic Monkeys,"1,6,5",Intro,Fluorescent Adolescent,3 chord,Fluorescent Adolescent,Arctic Monkeys,1018822.0,10770966.0,"indie rock, indie, british, rock, alternative",Fluorescent Adolescent,Arctic Monkeys,68.0,2007-04-24
Arctic Monkeys,"1,5,6",Chorus,Mardy Bum,3 chord,Mardy Bum,Arctic Monkeys,1101408.0,9505520.0,"indie rock, indie, british, rock, alternative",Mardy Bum,Arctic Monkeys,59.0,2006-02-21
Area 11,"1,5,6",Intro and Verse,Heaven Piercing Giga Drill,3 chord,Heaven piercing giga drill,Area 11,11.0,71.0,,,,,
Aretha Franklin,"4,5,3",Chorus,I Say A Little Prayer,3 chord,I Say a Little Prayer,Aretha Franklin,486808.0,2268386.0,"soul, female vocalists, 60s, oldies, motown",I Say a Little Prayer,Aretha Franklin,77.0,1968-06-14
Ariana Grande,"6,2,3",Chorus,Love Me Harder ft The Weeknd,3 chord,Love Me Harder ft The Weeknd,Ariana Grande,98.0,1171.0,,,,,
Ariana Grande,"1,4,6",Chorus,One Last Time,3 chord,One Last Time,Ariana Grande,334155.0,3674138.0,"pop, 2014, sad, female vocalists, heartbreak",One Last Time,Ariana Grande,82.0,2014-08-25
Ariana Grande,"1,4,6",Chorus,Santa Tell Me,3 chord,Santa Tell Me,Ariana Grande,193647.0,1043630.0,"christmas, pop, love at first listen, hino, Ariana Grande",Santa Tell Me,Ariana Grande,73.0,2014-11-24
Ariana and the Rose Kevin Drew Remix,"4,5,6",Verse and Pre-Chorus,In Your Bed,3 chord,,,,,,,,,
Arias,"1,5,6",Chorus,Pegasus,3 chord,Pegasus,Arias,7.0,26.0,,,,,
Ariel Pink,"1,2,5",Intro,Lipstick,3 chord,Lipstick,Ariel Pink,103919.0,568536.0,"lo-fi as hell, new wave, addictive, poptron, experimental",Lipstick,Ariel Pink,60.0,2014-11-17
ArmanArX,"1,4,1",Chorus,Dia Melihatku,3 chord,,,,,,,,,
ArmanArX,"1,5,6",Chorus,Gila Dengan Kertas-Kertas,3 chord,,,,,,,,,
ArmanArX,"1,4,5",Chorus,Jangan Play,3 chord,,,,,,,,,
ArmanArX,"1,4,5",Chorus,LKY Fansku Tapi Hatersku,3 chord,,,,,,,,,
ArmanArX,"1,4,5",Chorus,SalahBeli,3 chord,,,,,,,,,
ArmanArX,"1,5,6",Intro and Verse,Sukirman,3 chord,,,,,,,,,
ArmanArX,"1,6,5",Chorus,Syahrini STICKER vs ArmanArX STICKER,3 chord,,,,,,,,,
ArmanArX,"1,4,5",Instrumental,Telepon Gebetan LINE CALL,3 chord,,,,,,,,,
ArmanArX,"1,5,4",Instrumental,Tolong Jangan Nangis Bayi,3 chord,,,,,,,,,
Armin Van Buuren,"6,4,2",Chorus,Orbion,3 chord,Orbion,Armin van Buuren,42398.0,229149.0,"trance, progressive trance, Armin van Buuren, Tech trance, electronic",Orbion,Armin van Buuren,36.0,2014-11-28
Armin Van Buuren,"6,5,4",Chorus,Pulsar,3 chord,Pulsar,Armin van Buuren,29001.0,142882.0,"trance, dance, electronic, electronica, uplifting trance",Pulsar,Armin van Buuren,36.0,2013-05-03
Armin van Buuren,"4,1,5",Intro,Alone,3 chord,Alone,Armin van Buuren,48793.0,253711.0,"trance, dance trance, Dance-Trance, electronic, pop",,,,
Armin van Buuren,"1,4,5",Chorus,Sound Of The Drums,3 chord,Sound of the Drums,Armin van Buuren,27575.0,132999.0,"trance, progressive trance, vocal trance, Armin van Buuren",,,,
Armin van Buuren,"1,6,4",Intro,This Is What It Feels Like,3 chord,This Is What It Feels Like,Armin van Buuren,214433.0,1377550.0,"trance, dance, House, electronic, Armin van Buuren",This Is What It Feels Like,Armin van Buuren,67.0,2013-05-03
Armin van Buuren feat Cimo Frankel,"1,2,6",Pre-Chorus and Chorus,Strong Ones,3 chord,Strong Ones,Armin Van Buuren Feat Cimo Frankel,34.0,529.0,,,,,
Armin van Buuren featuring Laura V - Avicii Remix,"6,4,1",Chorus,Drowning,3 chord,,,,,,,,,
Arno Cost,"6,3,2",Chorus,Strong,3 chord,Strong,Arno Cost,1203.0,4358.0,,,,,
Art Garfunkel,"4,5,3",Chorus,Bright Eyes,3 chord,Bright Eyes,Art Garfunkel,105432.0,389069.0,"folk, pop, singer-songwriter, soft rock, 70s",Bright Eyes,Art Garfunkel,57.0,1979-03-15
Art of Noise,"6,3,2",Bridge,Moments in Love,3 chord,Moments in Love,Art of Noise,148466.0,583646.0,"electronic, ambient, 80s, chillout, instrumental",,,,
Arthur,"1,5,6",Chorus,Beginning of time,3 chord,,,,,,,,,
Arthur,"1,2,3",Instrumental,NYAN CAT,3 chord,,,,,,,,,
Arthur White,"4,6,5",Chorus,The Fade - Nolan Van Lith Remix,3 chord,,,,,,,,,
Arty,"1,4,5",Chorus,Around The World,3 chord,Around the World,Arty,8119.0,30627.0,"trance, progressive trance, House, Progressive House, electronic",,,,
Arty,"1,6,1",Chorus,Ferry Corsten - Punk,3 chord,,,,,,,,,
Arty,"6,4,5",Chorus,Flashback,3 chord,Flashback,Arty,2545.0,8332.0,"trance, melodic, Progressive, Uplifting, anthem",,,,
Arty,"4,5,6",Chorus,Stronger,3 chord,Stronger,Arty,8782.0,26297.0,,,,,
Arty,"1,5,2",Chorus,When I See You,3 chord,When I See You,Arty,542.0,2446.0,,,,,
Arty,"1,5,1",Chorus,Zara,3 chord,Zara,Arty,3642.0,21394.0,"trance, progressive trance, electronic, tatw web vote winner, tatw 350",,,,
Arty - Mat Zo,"6,4,1",Verse,Rebound,3 chord,,,,,,,,,
Arty and Matisse and Sadko,"4,5,6",Chorus,Riot,3 chord,,,,,,,,,
Aryx,"4,5,6",Chorus,Chaldea,3 chord,Chaldea,Aryx,213.0,1205.0,"free download, freeform hardcore",,,,
Asaf Avidan,"4,6,1",Chorus,One Day,3 chord,One Day,Asaf Avidan,7080.0,69483.0,"zicbouge, zicdanse, zicelectro, zictop",,,,
Asher Roth,"1,5,6",Chorus,I Love College,3 chord,I Love College,Asher Roth,329998.0,1536345.0,"Hip-Hop, Asher Roth, hip hop, party, college",I Love College,Asher Roth,64.0,2009-01-01
Ashes Remain,"1,4,6",Intro,Right Here,3 chord,Right Here,Ashes Remain,17853.0,146941.0,"rock, alternative rock, christian rock, hard rock, modern",Right Here,Ashes Remain,49.0,2011-08-23
Ashlee Simpson,"6,4,6",Pre-Chorus,Pieces Of Me,3 chord,Pieces of Me,Ashlee Simpson,299259.0,1299281.0,"pop, Ashlee Simpson, female vocalists, pop rock, rock",,,,
Ashley Wallbridge Andy Moor Meighan Nealon,"1,5,6",Chorus,Faces,3 chord,,,,,,,,,
Associates,"1,4,5",Verse,Party Fears Two,3 chord,Party Fears Two,The Associates,35359.0,132039.0,"new wave, 80s, british, post-punk, 1982",Party Fears Two,The Associates,40.0,1982-05-14
Astrid S,"1,2,4",Chorus,2 AM - Matoma Remix,3 chord,2 AM - Matoma Remix,Astrid S,1.0,31.0,,,,,
Astro,"1,2,16",Chorus,Hide and Seek,3 chord,Hide and Seek,Astro,42.0,216.0,,,,,
Astronaut,"1,5,6",Intro and Verse,Feronia feat Danyka Nadeau,3 chord,,,,,,,,,
Astronaut-ft--Harry-Brooks-JNR,"4,5,6",Chorus,Champions,3 chord,,,,,,,,,
Atlas Genius,"4,1,5",Intro and Verse,Trojans,3 chord,Trojans,Atlas Genius,239079.0,1463501.0,"indie, Electro Pop, indie rock, 2010s, australian",Trojans,Atlas Genius,59.0,2013-02-19
Atomic Kitten,"1,4,5",Chorus,The Tide is High,3 chord,The Tide Is High,Atomic Kitten,33133.0,118184.0,"pop, female vocalists, cover, Atomic Kitten, british",,,,
Au5,"5,2,1",Chorus,Atlantis,3 chord,Atlantis,Au5,4661.0,16291.0,dubstep,,,,
Au5,"6,5,4",Intro,Blossom,3 chord,Blossom,Au5,9290.0,41435.0,,,,,
Au5,"6,1,4",Intro,Follow You feat Danyka Nadeau,3 chord,Follow You feat Danyka Nadeau,Au5,2.0,83.0,,,,,
Au5,"1,4,5",Chorus,Singularity,3 chord,Singularity,Au5,524.0,2723.0,"dubstep, Trancestep, melody dubstep",,,,
Au5,"1,5,2",Intro,Snowblind feat Tasha Baxter,3 chord,Snowblind feat Tasha Baxter,Au5,3.0,7.0,,,,,
Au5,"6,5,4",Chorus,Virgo,3 chord,Virgo,Au5,3116.0,8905.0,,Virgo,Au5,35.0,2016-01-26
Au5 and Fractal,"6,4,5",Pre-Chorus,Blue,3 chord,Blue,Au5 & Fractal,3111.0,16201.0,Drum and bass,,,,
Audien,"1,4,5",Pre-Chorus,Elysium,3 chord,Elysium,Audien,1570.0,6024.0,,,,,
Audien,"4,1,5",Chorus,Something Better,3 chord,Something Better,Audien,36709.0,154009.0,audien,Something Better,Audien,55.0,2015-08-28
Audien,"5,6,1",Instrumental,Wayfarer,3 chord,Wayfarer,Audien,9958.0,41014.0,"trance, trouse, progressive electro trance, deep progressive trance, electro tech trance",Wayfarer,Audien,24.0,2013-03-05
Audien feat Ruby Prophet,"1,5,1",Instrumental,Circles,3 chord,Circles,Audien feat. Ruby Prophet,1369.0,5432.0,,,,,
Augustana,"1,4,5",Verse,Boston,3 chord,Boston,Augustana,355165.0,2812879.0,"piano rock, alternative, piano, indie, rock",Boston,Augustana,68.0,2005
Aura Dione,"6,4,1",Bridge,Friends - Piano Cover,3 chord,,,,,,,,,
Austin Cassidy,"4,6,5",Pre-Chorus and Chorus,Find Our Way ft Crystal Castagnazzi,3 chord,,,,,,,,,
Austin Jorgensen,"4,5,6",Chorus,Goodbye Baby,3 chord,Goodbye Baby,Austin Jorgensen,3.0,3.0,,,,,
Austin Mahone,"4,5,1",Pre-Chorus and Chorus,What About Love,3 chord,What About Love,Austin Mahone,35160.0,335199.0,"pop, teen pop, electropop, love at first listen, Austin Mahone",What About Love,Austin Mahone,55.0,2014
Austra,"1,5,6",Chorus,Painful Like,3 chord,Painful Like,Austra,60503.0,318884.0,"synthpop, female vocalists, Canadian, 2013, 10s",Painful Like,Austra,34.0,2013-06-17
Australian Crawl,"6,4,1",Pre-Chorus and Chorus,Reckless,3 chord,Reckless,Australian Crawl,4557.0,26573.0,"australian, rock, 80s, 1983, pop",,,,
Avenged Sevenfold,"6,4,2",Bridge,Blinded In Chains,3 chord,Blinded in Chains,Avenged Sevenfold,215038.0,1804846.0,"metal, metalcore, hard rock, heavy metal, rock",Blinded in Chains,Avenged Sevenfold,59.0,2005-06-06
Avicii,"1,5,6",Intro and Verse,Broken Arrows,3 chord,Broken Arrows,Avicii,79135.0,380256.0,"swedish, party, 2015, 2015 single, bbc radio1 playlist 2016",Broken Arrows,Avicii,65.0,2015-10-02
Avicii,"1,4,5",Verse,Dear Boy,3 chord,Dear Boy,Avicii,119031.0,601854.0,"electronic, House, dance, techno, electronica",Dear Boy,Avicii,60.0,2013-01-01
Avicii,"1,6,5",Intro,Fade Into Darkness,3 chord,Fade Into Darkness,Avicii,36042.0,264270.0,"House, dance, Progressive House, trance, 2011",,,,
Avicii,"1,5,6",Pre-Chorus and Chorus,Father Told Me,3 chord,Father Told Me,Avicii,1.0,5.0,,,,,
Avicii,"1,6,4",Chorus,For A Better Day - KSHMR Remix,3 chord,For A Better Day - KSHMR Remix,Avicii,4517.0,16120.0,dance,For A Better Day - KSHMR Remix,Avicii,38.0,2015-09-11
Avicii,"1,5,6",Intro and Verse,Hey Brother,3 chord,Hey Brother,Avicii,448039.0,3462525.0,"dance, pop, electronic, country house, country",Hey Brother,Avicii,78.0,2013-01-01
Avicii,"1,5,4",Intro,Levels,3 chord,Levels,Avicii,586736.0,4001856.0,"dance, House, electronic, party, Progressive House",Levels,Avicii,58.0,2011-01-01
Avicii,"4,5,6",Verse,Liar Liar,3 chord,Liar Liar,Avicii,109645.0,522155.0,"electronic, Progressive House, dance, House, Uplifting",Liar Liar,Avicii,58.0,2013-01-01
Avicii,"4,5,6",Chorus,Liar Liar - Avicii By Avicii,3 chord,Liar Liar - Avicii By Avicii,Avicii,14920.0,46222.0,,Liar Liar - Avicii By Avicii,Avicii,46.0,2014-01-01
Avicii,"4,5,6",Chorus,Shame On Me,3 chord,Shame on Me,Avicii,85636.0,375365.0,"electronic, House, Avicii, swedish, electro",,,,
Avicii,"4,6,5",Solo,Talk To Myself,3 chord,Talk To Myself,Avicii,38066.0,152053.0,,Talk To Myself,Avicii,55.0,2015-10-02
Avicii,"1,5,6",Chorus,The Days,3 chord,The Days,Avicii,193170.0,1079069.0,"2014, electronic, robbie williams, 2014 single, pop",The Days,Avicii,69.0,2014-01-01
Avicii,"1,5,6",Verse and Pre-Chorus,The Nights,3 chord,The Nights,Avicii,254514.0,1748241.0,"dance, electronic, 2015, 2014, pop",The Nights,Avicii,82.0,2014-01-01
Avicii,"1,5,6",Chorus,The Nights FIFA 15 Soundtrack,3 chord,,,,,,,,,
Avicii,"4,5,6",Chorus,Two Million,3 chord,Two Million,Avicii,1085.0,4942.0,,,,,
Avicii,"4,5,6",Verse,Waiting For Love,3 chord,Waiting For Love,Avicii,280198.0,1893823.0,"dance, 2015, swedish, House, 2015 single",Waiting For Love,Avicii,80.0,2015-10-02
Avicii,"6,4,1",Chorus,Wake Me Up,3 chord,Wake Me Up,Avicii,687954.0,6491178.0,"electronic, dance, 2013, Avicii, pop",Wake Me Up,Avicii,84.0,2013-01-01
Avicii,"4,5,4",Intro,X You,3 chord,X You,Avicii,11764.0,55825.0,"House, Avicii, Progressive House, X You, swedish",,,,
Avicii - Ezon remix ,"1,5,6",Chorus,All You Need Is Love,3 chord,,,,,,,,,
Avicii vs Nicky Romero,"1,4,5",Chorus,I Could Be The One,3 chord,,,,,,,,,
Avril Lavigne,"1,5,6",Chorus,Complicated,3 chord,Complicated,Avril Lavigne,734417.0,5037675.0,"pop, rock, avril lavigne, pop rock, female vocalists",Complicated,Avril Lavigne,80.0,2002-06-04
Avril Lavigne,"1,5,6",Chorus,Girlfriend,3 chord,Girlfriend,Avril Lavigne,563039.0,3833402.0,"pop, rock, pop rock, avril lavigne, female vocalists",Girlfriend,Avril Lavigne,74.0,2007-04-17
Avril Lavigne,"1,5,6",Intro,Sk8er Boi,3 chord,Sk8er Boi,Avril Lavigne,504679.0,2847489.0,"rock, pop, pop rock, avril lavigne, female vocalists",Sk8er Boi,Avril Lavigne,77.0,2002-06-04
Avril Lavigne,"1,4,6",Verse,What the hell,3 chord,What the Hell,Avril Lavigne,348465.0,3517277.0,"pop rock, pop, avril lavigne, female vocalists, rock",What the Hell,Avril Lavigne,74.0,2011-03-08
Avril Lavigne,"4,1,5",Bridge,When You're Gone,3 chord,When You're Gone,Avril Lavigne,523016.0,3725032.0,"pop, avril lavigne, rock, female vocalists, pop rock",When You're Gone,Avril Lavigne,71.0,2007-04-17
Awolnation,"6,5,1",Intro,Sail,3 chord,Sail,Awolnation,779352.0,7483748.0,"electronic, alternative, chill, aitchsonic, aitch",,,,
Axis of Awesome,"1,5,6",Chorus,Four Chord Songs,3 chord,Four Chord Songs,The Axis of Awesome,9.0,66.0,,,,,
Axwell,"4,5,6",Chorus,Center Of The Universe - Blinders Remix,3 chord,Center Of The Universe - Blinders Remix,Axwell,1571.0,4280.0,,Center Of The Universe - Blinders Remix,Axwell,13.0,2013-10-14
Axwell and Ingrosso,"1,2,6",Intro and Verse,On My Way,3 chord,On My Way,axwell and ingrosso,40.0,225.0,,,,,
Axwell and Ingrosso,"5,4,1",Verse,Something New,3 chord,Something New,Axwell & Ingrosso,1381.0,8923.0,2014 single,,,,
Axwell and Ingrosso,"1,4,6",Chorus,Something New ,3 chord,,,,,,,,,
Axwell and Ingrosso,"1,5,1",Chorus,Sun Is Shining,3 chord,Sun Is Shining,axwell and ingrosso,85.0,741.0,,,,,
Ayaka Hirahara,"1,4,5",Verse,Jupiter,3 chord,Jupiter,平原綾香,9392.0,74483.0,"JPop, Ballad, female vocalists, ayaka, japanese",,,,
Ayreon,"1,5,4",Chorus,Pain,3 chord,Pain,Ayreon,592.0,3203.0,metalmittwoch,,,,
B Witched,"1,5,1",Chorus,C est La Vie,3 chord,C'est La Vie,B*Witched,120094.0,430762.0,"pop, 90s, irish, female vocalists, dance",C'est La Vie,B*Witched,58.0,1998
B Witched,"5,1,4",Chorus,Rollercoaster,3 chord,Rollercoaster,B*Witched,25358.0,79281.0,"pop, 90s, irish, dance, female vocalists",Rollercoaster,B*Witched,41.0,1998
B o B ft Hayley Williams,"1,6,4",Chorus,Airplanes,3 chord,Airplanes,B O B Ft Hayley Williams,18.0,285.0,,,,,
B-Witched,"1,5,1",Pre-Chorus and Chorus,C'est La Vie,3 chord,C'est La Vie,B*Witched,120094.0,430762.0,"pop, 90s, irish, female vocalists, dance",C'est La Vie,B*Witched,58.0,1998
BBC National Orchestra of Wales,"6,1,4",Intro,Doctor Who - Doomsday,3 chord,Doctor Who - Doomsday,BBC National Orchestra of Wales,1.0,1.0,,,,,
BESTie,"6,4,2",Chorus,Excuse Me,3 chord,Excuse Me,BESTie,5744.0,53992.0,"Kpop, pop, female vocalists, dance, saxophone",Excuse Me,BESTie,40.0,2015-05-08
BIGBANG,"6,5,2",Chorus,Bae Bae,3 chord,Bae Bae,Bigbang,29882.0,448527.0,"big bang, k-pop, Asian, male vocalists, baby",,,,
BORNS,"4,5,4",Chorus,Past Lives,3 chord,Past Lives,BORNS,2.0,3.0,"somafm, poptron",,,,
BOY,"1,6,5",Chorus,Little Numbers,3 chord,Little Numbers,Boy,171040.0,1180465.0,"indie, indie rock, singer-songwriter, female vocals, rock",,,,
BRICH,"1,5,6",Instrumental,Snob,3 chord,,,,,,,,,
BTS,"4,5,6",Chorus,I Need U,3 chord,I NEED U,BTS,57869.0,1247271.0,"bts, rap, k-pop, pop, BIGHIT",,,,
Bachman-Turner Overdrive,"1,5,4",Chorus,You Ain't Seen Nothing,3 chord,You Ain't Seen Nothing Yet,Bachman-Turner Overdrive,296722.0,1194284.0,"classic rock, 70s, rock, bachman-turner overdrive, hard rock",You Ain't Seen Nothing Yet,Bachman-Turner Overdrive,71.0,1974
